year_month,year,month,month_sin,month_cos,target_food_price_inflation,fao_cp_23012,fao_cp_23013,fao_cp_23014,fao_food_index_mom_pct,fao_food_index_yoy_pct_calc,bdi_close_mean,bdi_close_sd,bdi_close_min,bdi_close_max,bdi_close_first,bdi_close_last,bdi_high_mean,bdi_low_mean,bdi_trading_days,bdi_close_range,bdi_close_change_abs,bdi_close_change_pct,brent_usd_per_barrel,brent_mom_pct,brent_yoy_pct,policy_rate,policy_rate_change_1m,policy_rate_change_12m,hcp_bwa_fao_cp_23012,hcp_bwa_fao_cp_23013,hcp_bwa_fao_cp_23014,hcp_ken_fao_cp_23012,hcp_ken_fao_cp_23013,hcp_ken_fao_cp_23014,hcp_nam_fao_cp_23012,hcp_nam_fao_cp_23013,hcp_nam_fao_cp_23014,hcp_zaf_fao_cp_23012,hcp_zaf_fao_cp_23013,hcp_zaf_fao_cp_23014,hcp_zwe_fao_cp_23012,hcp_zwe_fao_cp_23013,hcp_zwe_fao_cp_23014,target_food_price_inflation_lag1,target_food_price_inflation_lag2,target_food_price_inflation_lag3,target_food_price_inflation_lag6,target_food_price_inflation_lag12,fao_cp_23012_lag1,fao_cp_23012_lag2,fao_cp_23012_lag3,fao_cp_23012_lag6,fao_cp_23012_lag12,fao_cp_23013_lag1,fao_cp_23013_lag2,fao_cp_23013_lag3,fao_cp_23013_lag6,fao_cp_23013_lag12,month_sin_lag1,month_sin_lag2,month_sin_lag3,month_sin_lag6,month_sin_lag12,month_cos_lag1,month_cos_lag2,month_cos_lag3,month_cos_lag6,month_cos_lag12,fao_cp_23014_lag1,fao_cp_23014_lag2,fao_cp_23014_lag3,fao_cp_23014_lag6,fao_cp_23014_lag12,fao_food_index_mom_pct_lag1,fao_food_index_mom_pct_lag2,fao_food_index_mom_pct_lag3,fao_food_index_mom_pct_lag6,fao_food_index_mom_pct_lag12,fao_food_index_yoy_pct_calc_lag1,fao_food_index_yoy_pct_calc_lag2,fao_food_index_yoy_pct_calc_lag3,fao_food_index_yoy_pct_calc_lag6,fao_food_index_yoy_pct_calc_lag12,bdi_close_mean_lag1,bdi_close_mean_lag2,bdi_close_mean_lag3,bdi_close_mean_lag6,bdi_close_mean_lag12,bdi_close_sd_lag1,bdi_close_sd_lag2,bdi_close_sd_lag3,bdi_close_sd_lag6,bdi_close_sd_lag12,bdi_close_min_lag1,bdi_close_min_lag2,bdi_close_min_lag3,bdi_close_min_lag6,bdi_close_min_lag12,bdi_close_max_lag1,bdi_close_max_lag2,bdi_close_max_lag3,bdi_close_max_lag6,bdi_close_max_lag12,bdi_close_first_lag1,bdi_close_first_lag2,bdi_close_first_lag3,bdi_close_first_lag6,bdi_close_first_lag12,bdi_close_last_lag1,bdi_close_last_lag2,bdi_close_last_lag3,bdi_close_last_lag6,bdi_close_last_lag12,bdi_high_mean_lag1,bdi_high_mean_lag2,bdi_high_mean_lag3,bdi_high_mean_lag6,bdi_high_mean_lag12,bdi_low_mean_lag1,bdi_low_mean_lag2,bdi_low_mean_lag3,bdi_low_mean_lag6,bdi_low_mean_lag12,bdi_trading_days_lag1,bdi_trading_days_lag2,bdi_trading_days_lag3,bdi_trading_days_lag6,bdi_trading_days_lag12,bdi_close_range_lag1,bdi_close_range_lag2,bdi_close_range_lag3,bdi_close_range_lag6,bdi_close_range_lag12,bdi_close_change_abs_lag1,bdi_close_change_abs_lag2,bdi_close_change_abs_lag3,bdi_close_change_abs_lag6,bdi_close_change_abs_lag12,bdi_close_change_pct_lag1,bdi_close_change_pct_lag2,bdi_close_change_pct_lag3,bdi_close_change_pct_lag6,bdi_close_change_pct_lag12,brent_usd_per_barrel_lag1,brent_usd_per_barrel_lag2,brent_usd_per_barrel_lag3,brent_usd_per_barrel_lag6,brent_usd_per_barrel_lag12,brent_mom_pct_lag1,brent_mom_pct_lag2,brent_mom_pct_lag3,brent_mom_pct_lag6,brent_mom_pct_lag12,brent_yoy_pct_lag1,brent_yoy_pct_lag2,brent_yoy_pct_lag3,brent_yoy_pct_lag6,brent_yoy_pct_lag12,policy_rate_lag1,policy_rate_lag2,policy_rate_lag3,policy_rate_lag6,policy_rate_lag12,policy_rate_change_1m_lag1,policy_rate_change_1m_lag2,policy_rate_change_1m_lag3,policy_rate_change_1m_lag6,policy_rate_change_1m_lag12,policy_rate_change_12m_lag1,policy_rate_change_12m_lag2,policy_rate_change_12m_lag3,policy_rate_change_12m_lag6,policy_rate_change_12m_lag12,hcp_bwa_fao_cp_23012_lag1,hcp_bwa_fao_cp_23012_lag2,hcp_bwa_fao_cp_23012_lag3,hcp_bwa_fao_cp_23012_lag6,hcp_bwa_fao_cp_23012_lag12,hcp_bwa_fao_cp_23013_lag1,hcp_bwa_fao_cp_23013_lag2,hcp_bwa_fao_cp_23013_lag3,hcp_bwa_fao_cp_23013_lag6,hcp_bwa_fao_cp_23013_lag12,hcp_bwa_fao_cp_23014_lag1,hcp_bwa_fao_cp_23014_lag2,hcp_bwa_fao_cp_23014_lag3,hcp_bwa_fao_cp_23014_lag6,hcp_bwa_fao_cp_23014_lag12,hcp_ken_fao_cp_23012_lag1,hcp_ken_fao_cp_23012_lag2,hcp_ken_fao_cp_23012_lag3,hcp_ken_fao_cp_23012_lag6,hcp_ken_fao_cp_23012_lag12,hcp_ken_fao_cp_23013_lag1,hcp_ken_fao_cp_23013_lag2,hcp_ken_fao_cp_23013_lag3,hcp_ken_fao_cp_23013_lag6,hcp_ken_fao_cp_23013_lag12,hcp_ken_fao_cp_23014_lag1,hcp_ken_fao_cp_23014_lag2,hcp_ken_fao_cp_23014_lag3,hcp_ken_fao_cp_23014_lag6,hcp_ken_fao_cp_23014_lag12,hcp_nam_fao_cp_23012_lag1,hcp_nam_fao_cp_23012_lag2,hcp_nam_fao_cp_23012_lag3,hcp_nam_fao_cp_23012_lag6,hcp_nam_fao_cp_23012_lag12,hcp_nam_fao_cp_23013_lag1,hcp_nam_fao_cp_23013_lag2,hcp_nam_fao_cp_23013_lag3,hcp_nam_fao_cp_23013_lag6,hcp_nam_fao_cp_23013_lag12,hcp_nam_fao_cp_23014_lag1,hcp_nam_fao_cp_23014_lag2,hcp_nam_fao_cp_23014_lag3,hcp_nam_fao_cp_23014_lag6,hcp_nam_fao_cp_23014_lag12,hcp_zaf_fao_cp_23012_lag1,hcp_zaf_fao_cp_23012_lag2,hcp_zaf_fao_cp_23012_lag3,hcp_zaf_fao_cp_23012_lag6,hcp_zaf_fao_cp_23012_lag12,hcp_zaf_fao_cp_23013_lag1,hcp_zaf_fao_cp_23013_lag2,hcp_zaf_fao_cp_23013_lag3,hcp_zaf_fao_cp_23013_lag6,hcp_zaf_fao_cp_23013_lag12,hcp_zaf_fao_cp_23014_lag1,hcp_zaf_fao_cp_23014_lag2,hcp_zaf_fao_cp_23014_lag3,hcp_zaf_fao_cp_23014_lag6,hcp_zaf_fao_cp_23014_lag12,hcp_zwe_fao_cp_23012_lag1,hcp_zwe_fao_cp_23012_lag2,hcp_zwe_fao_cp_23012_lag3,hcp_zwe_fao_cp_23012_lag6,hcp_zwe_fao_cp_23012_lag12,hcp_zwe_fao_cp_23013_lag1,hcp_zwe_fao_cp_23013_lag2,hcp_zwe_fao_cp_23013_lag3,hcp_zwe_fao_cp_23013_lag6,hcp_zwe_fao_cp_23013_lag12,hcp_zwe_fao_cp_23014_lag1,hcp_zwe_fao_cp_23014_lag2,hcp_zwe_fao_cp_23014_lag3,hcp_zwe_fao_cp_23014_lag6,hcp_zwe_fao_cp_23014_lag12,target_food_price_inflation_roll3_mean,target_food_price_inflation_roll6_mean,target_food_price_inflation_roll12_mean,fao_cp_23013_roll3_mean,fao_cp_23013_roll6_mean,fao_cp_23013_roll12_mean,bdi_close_mean_roll3_mean,bdi_close_mean_roll6_mean,bdi_close_mean_roll12_mean,brent_usd_per_barrel_roll3_mean,brent_usd_per_barrel_roll6_mean,brent_usd_per_barrel_roll12_mean,policy_rate_roll3_mean,policy_rate_roll6_mean,policy_rate_roll12_mean
2001-01-01,2001,1,0.49999999999999994,0.8660254037844387,3.602384,34.291207,33.061978,3.602384,0.3147132733427149,3.602383426716149,1565.9545454545455,29.297289445120494,1504,1599,1599,1504,1565.9545454545455,1565.9545454545455,22,95,-95,-5.941213258286426,25.62,-0.1558846453624252,0.43120344962759294,14,0,0,34.291207,33.061978,3.602384,26.658805,22.919383,16.136017,39.410318,33.467834,7.319912,47.820179,35.917669,4.958652,90.028959,91.296524,1.882258,NA,NA,NA,NA,NA,34.140145,34.064614,33.989082,33.535894,31.74832,32.958254,32.975541,32.992829,33.010116,31.912372,-2.4492935982947064e-16,-0.5000000000000004,-0.8660254037844386,-0.4999999999999998,0.49999999999999994,1,0.8660254037844384,0.5000000000000001,-0.8660254037844388,0.8660254037844387,NA,NA,NA,NA,NA,-0.05242370398108598,-0.052399265307012666,-0.05236879506874681,0,NA,NA,NA,NA,NA,NA,1609.3684210526317,1722.3181818181818,1734.3181818181818,1618.2380952380952,1370.55,26.33166772436184,31.58116732912401,14.551669397395003,12.813683162560096,30.325384537849168,1581,1672,1718,1600,1319,1664,1762,1759,1642,1406,1664,1759,1735,1613,1320,1599,1672,1759,1642,1319,1609.3684210526317,1722.3181818181818,1734.3181818181818,1618.2380952380952,1370.55,1609.3684210526317,1722.3181818181818,1734.3181818181818,1618.2380952380952,1370.55,19,22,22,21,20,83,90,41,42,87,-65,-87,24,29,-1,-3.90625,-4.945992040932346,1.383285302593662,1.7978921264724113,-0.07575757575757347,25.66,32.55,30.96,28.68,25.51,-21.16743471582181,5.135658914728669,-6.5781532890766385,-3.7583892617449655,NA,NA,NA,NA,NA,NA,14,14,14,14,14,0,0,0,0,NA,NA,NA,NA,NA,NA,34.140145,34.064614,33.989082,33.535894,31.74832,32.958254,32.975541,32.992829,33.010116,31.912372,NA,NA,NA,NA,NA,26.413102,26.372151,26.167398,25.90122,23.812742,22.873839,22.730943,22.468355,22.112498,19.734948,NA,NA,NA,NA,NA,39.077747,38.775929,38.474112,37.568659,35.757755,33.151436,32.97268,32.793923,32.257652,31.185112,NA,NA,NA,NA,NA,47.221278,47.083069,46.990931,46.438099,44.641378,35.599512,35.67021,35.776258,35.67021,34.220779,NA,NA,NA,NA,NA,89.957925,89.886892,89.815859,89.602759,89.176559,91.155967,91.01541,90.874852,90.45318,89.609836,NA,NA,NA,NA,NA,3.602384,3.602384,3.602384,32.998591,33.00147233333333,32.835802333333334,1632.5470494417864,1663.723380420749,1622.6042508182802,27.94333333333333,29.688333333333333,28.531666666666666,14,14,14
2001-02-01,2001,2,0.8660254037844386,0.5000000000000001,3.359312,34.341562,33.243495,3.359312,0.5490203883143252,3.3593126370711657,1479.15,29.086576755754894,1445,1537,1493,1537,1479.15,1479.15,20,92,44,2.9470864032149935,27.5,7.338017174082734,-1.0079193664506825,14,0,0,34.341562,33.243495,3.359312,26.495003,22.23739,13.673317,39.742889,33.784232,7.717045,47.958387,36.306538,5.333317,90.099992,91.437082,1.87931,3.602384,NA,NA,NA,NA,34.291207,34.140145,34.064614,33.611426,31.974914,33.061978,32.958254,32.975541,33.010116,32.163038,0.49999999999999994,-2.4492935982947064e-16,-0.5000000000000004,-0.8660254037844384,0.8660254037844386,0.8660254037844387,1,0.8660254037844384,-0.5000000000000004,0.5000000000000001,3.602384,NA,NA,NA,NA,0.3147132733427149,-0.05242370398108598,-0.052399265307012666,0,0.7854821948051871,3.602383426716149,NA,NA,NA,NA,1565.9545454545455,1609.3684210526317,1722.3181818181818,1638.857142857143,1392.952380952381,29.297289445120494,26.33166772436184,31.58116732912401,7.875821952569232,93.93480515255045,1504,1581,1672,1627,1276,1599,1664,1762,1652,1531,1599,1664,1759,1645,1311,1504,1599,1672,1652,1531,1565.9545454545455,1609.3684210526317,1722.3181818181818,1638.857142857143,1392.952380952381,1565.9545454545455,1609.3684210526317,1722.3181818181818,1638.857142857143,1392.952380952381,22,19,22,21,21,95,83,90,25,255,-95,-65,-87,7,220,-5.941213258286426,-3.90625,-4.945992040932346,0.42553191489360653,16.781083142639197,25.62,25.66,32.55,30.2,27.78,-0.1558846453624252,-21.16743471582181,5.135658914728669,5.299860529986056,8.898471187769497,0.43120344962759294,NA,NA,NA,NA,14,14,14,14,14,0,0,0,0,0,0,NA,NA,NA,NA,34.291207,34.140145,34.064614,33.611426,31.974914,33.061978,32.958254,32.975541,33.010116,32.163038,3.602384,NA,NA,NA,NA,26.658805,26.413102,26.372151,26.003596,24.058445,22.919383,22.873839,22.730943,22.390001,19.562542,16.136017,NA,NA,NA,NA,39.410318,39.077747,38.775929,37.870477,36.059572,33.467834,33.151436,32.97268,32.436409,31.363868,7.319912,NA,NA,NA,NA,47.820179,47.221278,47.083069,46.622376,44.50317,35.917669,35.599512,35.67021,35.740909,34.468238,4.958652,NA,NA,NA,NA,90.028959,89.957925,89.886892,89.673792,89.247592,91.296524,91.155967,91.01541,90.593738,89.750393,1.882258,NA,NA,NA,NA,3.480848,3.480848,3.480848,33.087909,33.04036883333333,32.92584041666667,1551.4909888357258,1637.1055232778917,1629.7873857389152,26.26,29.238333333333333,28.508333333333333,14,14,14
2001-03-01,2001,3,1,6.123233995736766e-17,2.72,34.643687,33.295356,2.72,0.15600345270554428,2.7199976898659717,1501.590909090909,24.971715601587732,1438,1538,1538,1438,1501.590909090909,1501.590909090909,22,100,-100,-6.501950585175553,24.5,-10.909090909090914,-10.876682429974526,14,0,0,34.643687,33.295356,2.72,26.3312,21.969282,12.70793,40.07546,34.10063,8.109677,48.280873,36.447949,4.563895,90.171025,91.577639,1.876372,3.359312,3.602384,NA,NA,NA,34.341562,34.291207,34.140145,33.712134,32.27704,33.243495,33.061978,32.958254,33.010116,32.413704,0.8660254037844386,0.49999999999999994,-2.4492935982947064e-16,-1,1,0.5000000000000001,0.8660254037844387,1,-1.8369701987210297e-16,6.123233995736766e-17,3.359312,3.602384,NA,NA,NA,0.5490203883143252,0.3147132733427149,-0.05242370398108598,0,0.7793604571807,3.3593126370711657,3.602383426716149,NA,NA,NA,1479.15,1565.9545454545455,1609.3684210526317,1711.5238095238096,1620.695652173913,29.086576755754894,29.297289445120494,26.33166772436184,26.577469871338476,28.52978472755781,1445,1504,1581,1661,1547,1537,1599,1664,1740,1660,1493,1599,1664,1661,1547,1537,1504,1599,1739,1660,1479.15,1565.9545454545455,1609.3684210526317,1711.5238095238096,1620.695652173913,1479.15,1565.9545454545455,1609.3684210526317,1711.5238095238096,1620.695652173913,20,22,19,21,23,92,95,83,79,113,44,-95,-65,78,113,2.9470864032149935,-5.941213258286426,-3.90625,4.695966285370257,7.3044602456367125,27.5,25.62,25.66,33.14,27.49,7.338017174082734,-0.1558846453624252,-21.16743471582181,9.735099337748343,-1.0439164866810735,-1.0079193664506825,0.43120344962759294,NA,NA,NA,14,14,14,14,14,0,0,0,0,0,0,0,NA,NA,NA,34.341562,34.291207,34.140145,33.712134,32.27704,33.243495,33.061978,32.958254,33.010116,32.413704,3.359312,3.602384,NA,NA,NA,26.495003,26.658805,26.413102,26.167398,24.058445,22.23739,22.919383,22.873839,22.570781,19.492224,13.673317,16.136017,NA,NA,NA,39.742889,39.410318,39.077747,38.172294,36.36139,33.784232,33.467834,33.151436,32.615166,31.542625,7.717045,7.319912,NA,NA,NA,47.958387,47.820179,47.221278,46.852723,44.963863,36.306538,35.917669,35.599512,35.84697,34.857108,5.333317,4.958652,NA,NA,NA,90.099992,90.028959,89.957925,89.744825,89.318626,91.437082,91.296524,91.155967,90.734295,89.890951,1.87931,1.882258,NA,NA,NA,3.227232,3.227232,3.227232,33.200276333333335,33.08790883333333,32.999311416666664,1515.5651515151515,1602.116706539075,1619.8619904819982,25.873333333333335,27.798333333333332,28.259166666666665,14,14,14
2001-04-01,2001,4,0.8660254037844387,-0.49999999999999983,2.173337,34.794749,33.321287,2.173337,0.07788173221514594,2.173334844410002,1440.1052631578948,16.162008733934947,1423,1463,1430,1459,1440.1052631578948,1440.1052631578948,19,40,29,2.027972027972025,25.66,4.734693877551011,12.741652021089633,14,0,0,34.794749,33.321287,2.173337,26.720231,22.397928,12.21647,40.408031,34.417028,8.497884,48.511219,36.58936,4.020101,90.242058,91.718197,1.873442,2.72,3.359312,3.602384,NA,NA,34.643687,34.341562,34.291207,33.989082,32.679873,33.295356,33.243495,33.061978,32.992829,32.612508,1,0.8660254037844386,0.49999999999999994,-0.8660254037844386,0.8660254037844387,6.123233995736766e-17,0.5000000000000001,0.8660254037844387,0.5000000000000001,-0.49999999999999983,2.72,3.359312,3.602384,NA,NA,0.15600345270554428,0.5490203883143252,0.3147132733427149,-0.05236879506874681,0.6133331753754412,2.7199976898659717,3.3593126370711657,3.602383426716149,NA,NA,1501.590909090909,1479.15,1565.9545454545455,1734.3181818181818,1666.5882352941176,24.971715601587732,29.086576755754894,29.297289445120494,14.551669397395003,18.651604567467555,1438,1445,1504,1718,1628,1538,1537,1599,1759,1686,1538,1493,1599,1735,1669,1438,1537,1504,1759,1628,1501.590909090909,1479.15,1565.9545454545455,1734.3181818181818,1666.5882352941176,1501.590909090909,1479.15,1565.9545454545455,1734.3181818181818,1666.5882352941176,22,20,22,22,17,100,92,95,41,58,-100,44,-95,24,-41,-6.501950585175553,2.9470864032149935,-5.941213258286426,1.383285302593662,-2.456560814859199,24.5,27.5,25.62,30.96,22.76,-10.909090909090914,7.338017174082734,-0.1558846453624252,-6.5781532890766385,-17.20625682066205,-10.876682429974526,-1.0079193664506825,0.43120344962759294,NA,NA,14,14,14,14,14,0,0,0,0,0,0,0,0,NA,NA,34.643687,34.341562,34.291207,33.989082,32.679873,33.295356,33.243495,33.061978,32.992829,32.612508,2.72,3.359312,3.602384,NA,NA,26.3312,26.495003,26.658805,26.167398,24.508901,21.969282,22.23739,22.919383,22.468355,19.959572,12.70793,13.673317,16.136017,NA,NA,40.07546,39.742889,39.410318,38.474112,36.663207,34.10063,33.784232,33.467834,32.793923,31.721382,8.109677,7.717045,7.319912,NA,NA,48.280873,47.958387,47.820179,46.990931,45.562781,36.447949,36.306538,35.917669,35.776258,35.175279,4.563895,5.333317,4.958652,NA,NA,90.171025,90.099992,90.028959,89.815859,89.389659,91.577639,91.437082,91.296524,90.874852,90.031508,1.876372,1.87931,1.882258,NA,NA,2.750883,2.96375825,2.96375825,33.286712666666666,33.14265183333333,33.058376333333335,1473.6153907496014,1553.0812200956939,1600.9884094706463,25.886666666666667,26.915,28.500833333333333,14,14,14
2001-05-01,2001,5,0.49999999999999994,-0.8660254037844387,2.028451,35.273114,33.476873,2.028451,0.4669267426555379,2.028449822427092,1448.2857142857142,26.959493424659996,1389,1481,1453,1389,1448.2857142857142,1448.2857142857142,21,92,-64,-4.404679972470749,28.31,10.327357755261101,2.0547945205479534,14,0,0,35.273114,33.476873,2.028451,26.904508,22.794996,9.278117,40.740603,34.733426,8.88174,48.695497,36.836833,3.888342,90.313092,91.858754,1.870522,2.173337,2.72,3.359312,NA,NA,34.794749,34.643687,34.341562,34.064614,32.88129,33.321287,33.295356,33.243495,32.975541,32.811312,0.8660254037844387,1,0.8660254037844386,-0.5000000000000004,0.49999999999999994,-0.49999999999999983,6.123233995736766e-17,0.5000000000000001,0.8660254037844384,-0.8660254037844387,2.173337,2.72,3.359312,NA,NA,0.07788173221514594,0.15600345270554428,0.5490203883143252,-0.052399265307012666,0.6095943311075658,2.173334844410002,2.7199976898659717,3.3593126370711657,NA,NA,1440.1052631578948,1501.590909090909,1479.15,1722.3181818181818,1601.8,16.162008733934947,24.971715601587732,29.086576755754894,31.58116732912401,16.3211196726334,1423,1438,1445,1672,1566,1463,1538,1537,1762,1622,1430,1538,1493,1759,1622,1459,1438,1537,1672,1566,1440.1052631578948,1501.590909090909,1479.15,1722.3181818181818,1601.8,1440.1052631578948,1501.590909090909,1479.15,1722.3181818181818,1601.8,19,22,20,22,20,40,100,92,90,56,29,-100,44,-87,-56,2.027972027972025,-6.501950585175553,2.9470864032149935,-4.945992040932346,-3.4525277435265123,25.66,24.5,27.5,32.55,27.74,4.734693877551011,-10.909090909090914,7.338017174082734,5.135658914728669,21.880492091388383,12.741652021089633,-10.876682429974526,-1.0079193664506825,NA,NA,14,14,14,14,14,0,0,0,0,0,0,0,0,NA,NA,34.794749,34.643687,34.341562,34.064614,32.88129,33.321287,33.295356,33.243495,32.975541,32.811312,2.173337,2.72,3.359312,NA,NA,26.720231,26.3312,26.495003,26.372151,25.16411,22.397928,21.969282,22.23739,22.730943,20.859616,12.21647,12.70793,13.673317,NA,NA,40.408031,40.07546,39.742889,38.775929,36.965024,34.417028,34.10063,33.784232,32.97268,31.900139,8.497884,8.109677,7.717045,NA,NA,48.511219,48.280873,47.958387,47.083069,45.747058,36.58936,36.447949,36.306538,35.67021,35.458101,4.020101,4.563895,5.333317,NA,NA,90.242058,90.171025,90.099992,89.886892,89.460692,91.718197,91.577639,91.437082,91.01541,90.172066,1.873442,1.876372,1.87931,NA,NA,2.307262666666667,2.7766968,2.7766968,33.364505333333334,33.22620716666667,33.11383975,1463.327295511506,1507.409142173616,1588.1955523277893,26.156666666666666,26.208333333333332,28.548333333333332,14,14,14
2001-06-01,2001,6,1.2246467991473532e-16,-1,1.571092,35.373823,33.528735,1.571092,0.15491888982581692,1.5710911164323216,1377.4761904761904,14.45205538191384,1355,1394,1382,1386,1377.4761904761904,1377.4761904761904,21,39,4,0.28943560057888007,27.85,-1.6248675379724409,-6.543624161073824,14,0,0,35.373823,33.528735,1.571092,26.945459,23.126842,6.140986,41.073174,35.049824,9.261318,48.925844,36.80147,3.17144,90.384125,91.999311,1.867611,2.028451,2.173337,2.72,NA,NA,35.273114,34.794749,34.643687,34.140145,33.05753,33.476873,33.321287,33.295356,32.958254,33.010116,0.49999999999999994,0.8660254037844387,1,-2.4492935982947064e-16,1.2246467991473532e-16,-0.8660254037844387,-0.49999999999999983,6.123233995736766e-17,1,-1,2.028451,2.173337,2.72,NA,NA,0.4669267426555379,0.07788173221514594,0.15600345270554428,-0.05242370398108598,0.6059007942138761,2.028449822427092,2.173334844410002,2.7199976898659717,NA,NA,1448.2857142857142,1440.1052631578948,1501.590909090909,1609.3684210526317,1588.6363636363637,26.959493424659996,16.162008733934947,24.971715601587732,26.33166772436184,26.65394718297649,1389,1423,1438,1581,1559,1481,1463,1538,1664,1626,1453,1430,1538,1664,1562,1389,1459,1438,1599,1616,1448.2857142857142,1440.1052631578948,1501.590909090909,1609.3684210526317,1588.6363636363637,1448.2857142857142,1440.1052631578948,1501.590909090909,1609.3684210526317,1588.6363636363637,21,19,22,19,22,92,40,100,83,67,-64,29,-100,-65,54,-4.404679972470749,2.027972027972025,-6.501950585175553,-3.90625,3.457106274007682,28.31,25.66,24.5,25.66,29.8,10.327357755261101,4.734693877551011,-10.909090909090914,-21.16743471582181,7.426099495313632,2.0547945205479534,12.741652021089633,-10.876682429974526,NA,NA,14,14,14,14,14,0,0,0,0,0,0,0,0,NA,NA,35.273114,34.794749,34.643687,34.140145,33.05753,33.476873,33.321287,33.295356,32.958254,33.010116,2.028451,2.173337,2.72,NA,NA,26.904508,26.720231,26.3312,26.413102,25.757893,22.794996,22.397928,21.969282,22.873839,21.788795,9.278117,12.21647,12.70793,NA,NA,40.740603,40.408031,40.07546,39.077747,37.266842,34.733426,34.417028,34.10063,33.151436,32.078896,8.88174,8.497884,8.109677,NA,NA,48.695497,48.511219,48.280873,47.221278,46.023474,36.836833,36.58936,36.447949,35.599512,35.67021,3.888342,4.020101,4.563895,NA,NA,90.313092,90.242058,90.171025,89.957925,89.531725,91.858754,91.718197,91.577639,91.155967,90.312623,1.870522,1.873442,1.876372,NA,NA,1.9242933333333334,2.575762666666667,2.575762666666667,33.44229833333333,33.32128733333333,33.157058,1421.9557226399331,1468.7604370775423,1570.598871231108,27.273333333333333,26.573333333333334,28.385833333333334,14,14,14
2001-07-01,2001,7,-0.4999999999999998,-0.8660254037844388,1.963865,35.524885,33.65839,1.963865,0.38669815607419444,1.9638646528839843,1221.3636363636363,107.33327955686856,1049,1380,1380,1049,1221.3636363636363,1221.3636363636363,22,331,-331,-23.985507246376812,24.61,-11.633752244165175,-14.191073919107389,13.5,-0.5,-0.5,35.524885,33.65839,1.963865,26.986409,23.367421,5.675173,41.405745,35.366222,9.636689,48.87979,36.97823,3.666981,90.455158,92.139869,1.864709,1.571092,2.028451,2.173337,3.602384,NA,35.373823,35.273114,34.794749,34.291207,33.535894,33.528735,33.476873,33.321287,33.061978,33.010116,1.2246467991473532e-16,0.49999999999999994,0.8660254037844387,0.49999999999999994,-0.4999999999999998,-1,-0.8660254037844387,-0.49999999999999983,0.8660254037844387,-0.8660254037844388,1.571092,2.028451,2.173337,3.602384,NA,0.15491888982581692,0.4669267426555379,0.07788173221514594,0.3147132733427149,0,1.5710911164323216,2.028449822427092,2.173334844410002,3.602383426716149,NA,1377.4761904761904,1448.2857142857142,1440.1052631578948,1565.9545454545455,1618.2380952380952,14.45205538191384,26.959493424659996,16.162008733934947,29.297289445120494,12.813683162560096,1355,1389,1423,1504,1600,1394,1481,1463,1599,1642,1382,1453,1430,1599,1613,1386,1389,1459,1504,1642,1377.4761904761904,1448.2857142857142,1440.1052631578948,1565.9545454545455,1618.2380952380952,1377.4761904761904,1448.2857142857142,1440.1052631578948,1565.9545454545455,1618.2380952380952,21,21,19,22,21,39,92,40,95,42,4,-64,29,-95,29,0.28943560057888007,-4.404679972470749,2.027972027972025,-5.941213258286426,1.7978921264724113,27.85,28.31,25.66,25.62,28.68,-1.6248675379724409,10.327357755261101,4.734693877551011,-0.1558846453624252,-3.7583892617449655,-6.543624161073824,2.0547945205479534,12.741652021089633,0.43120344962759294,NA,14,14,14,14,14,0,0,0,0,0,0,0,0,0,NA,35.373823,35.273114,34.794749,34.291207,33.535894,33.528735,33.476873,33.321287,33.061978,33.010116,1.571092,2.028451,2.173337,3.602384,NA,26.945459,26.904508,26.720231,26.658805,25.90122,23.126842,22.794996,22.397928,22.919383,22.112498,6.140986,9.278117,12.21647,16.136017,NA,41.073174,40.740603,40.408031,39.410318,37.568659,35.049824,34.733426,34.417028,33.467834,32.257652,9.261318,8.88174,8.497884,7.319912,NA,48.925844,48.695497,48.511219,47.820179,46.438099,36.80147,36.836833,36.58936,35.917669,35.67021,3.17144,3.888342,4.020101,4.958652,NA,90.384125,90.313092,90.242058,90.028959,89.602759,91.999311,91.858754,91.718197,91.296524,90.45318,1.867611,1.870522,1.873442,1.882258,NA,1.8544693333333333,2.3026761666666666,2.4883487142857144,33.554666,33.42068933333333,33.211080833333334,1349.041847041847,1411.328618895724,1537.5259996582365,26.923333333333332,26.405,28.046666666666667,13.833333333333334,13.916666666666666,13.958333333333334
